time,idx,temp_c,sm_mhz,power_w,fan_pct,throttle_hex
11:25:03,2,63,1957,132.45,79,0x0000000000000400
11:25:03,3,70,1920,134.29,85,0x0000000000000400
11:25:13,0,74,1905,150.95,90,0x0000000000000400
11:25:13,1,64,1935,132.98,80,0x0000000000000400
11:25:13,2,63,1957,137.61,79,0x0000000000000400
11:25:13,3,69,1920,139.00,85,0x0000000000000400
11:25:23,0,74,1905,147.39,90,0x0000000000000400
11:25:23,1,64,1935,129.08,80,0x0000000000000400
11:25:23,2,63,1957,132.91,79,0x0000000000000400
11:25:23,3,69,1920,134.64,85,0x0000000000000400
11:25:33,0,74,1905,151.28,90,0x0000000000000400
11:25:33,1,65,1935,133.15,80,0x0000000000000400
11:25:33,2,63,1957,137.40,79,0x0000000000000400
11:25:33,3,69,1920,139.12,85,0x0000000000000400
